title,description,price
Surrey 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Surrey 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Surrey 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Surrey 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Surrey 1891 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the complete online name index that has been compiled by volunteers. The subscription gives you 200 search credits and you can buy extra credits if you run out. Better value than buying both separately.,£49.90
Surrey 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Surrey Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Surrey Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Surrey Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Sussex 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Sussex 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Sussex 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Sussex 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Sussex 1891 census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Sussex 1891 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the complete online name index that has been compiled by volunteers. The subscription gives you 200 search credits and you can buy extra credits if you run out. Better value than buying both separately.,£49.90
Sussex 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Sussex Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Sussex Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Sussex Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Warwickshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Warwickshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Warwickshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Warwickshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Warwickshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Warwickshire 1891 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the complete online name index that has been compiled by volunteers. The subscription gives you 200 search credits and you can buy extra credits if you run out. Better value than buying both separately.,£48.84
Warwickshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Warwickshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Warwickshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Warwickshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Westmorland 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Westmorland 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Westmorland 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Westmorland 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Westmorland 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
Westmorland 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes.,£19.95
"Westmorland Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Westmorland Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Westmorland Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Wiltshire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Wiltshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Wiltshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Wiltshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Wiltshire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
Wiltshire 1891 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the complete online name index that has been compiled by volunteers. The subscription gives you 200 search credits and you can buy extra credits if you run out. Better value than buying both separately.,£38.12
Wiltshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£19.95
"Wiltshire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£59.85
"Wiltshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£79.80
"Wiltshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£99.75
Worcestershire 1841 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Worcestershire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Worcestershire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Worcestershire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Worcestershire 1891 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
Worcestershire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes.,£29.95
"Worcestershire Census Bundle - 1841, 1851, 1861 and 1871","This Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£89.85
"Worcestershire Census Bundle - 1841, 1851, 1861, 1871 and 1891","This Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.80
"Worcestershire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","This Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of which contain census page images indexed by street and area.",£149.75
Yorkshire 1841 Census,This is the original Census information digitised from silver high quality microfilm and scanned in greyscale to provide the best possible images. Supplied as Acrobat documents with Street and Area Indexes.,£39.95
Yorkshire 1841 Census DVD set,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£24.95
Yorkshire 1851 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£39.95
Yorkshire 1861 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£39.95
Yorkshire 1871 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£39.95
Yorkshire 1881 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£49.95
Yorkshire 1891 CD Set,"Yorkshire 1891 census: 31 CD pack of Acrobat files containing fiche images with street and area indexes. Coverage includes: Sedburgh - Settle - Skipton - Pateley Bridge - Ripon - Great Ouseburn - Knaresborough - Wetherby - Wharefdale - Keighley - Todmorden - Saddleworth - Huddersfield - Halifax - Bradford - Hunslet - Holbeck - Bramley - Leeds - Dewsbury - Wakefield - Pontefract - Hemsworth - Barnsley - Wortley - Ecclesall Bierlow - Sheffield - Rotherham - Doncaster - Thorne - Goole - Selby - Tadcaster - York - Pocklington - Howden - Beverley - Sculcoates - Hull - Patrington - Skirlaugh - Driffied - Bridlington - Scarborough - Malton - Easingwold - Thirsk - Helmsley - Pickering - Whitby - Guisborough - Middlesbrough - Stokesley - Northallerton - Bedale - Leyburn - Aysgarth - Reeth - Richmond.

ISBN: 1861500157

Piece range:
RG12/3489-4039


This is a heavy item so postage will be increased if it is to be shipped outside the UK.",£5.00
Yorkshire 1891 census (CD),"This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on CD as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries), coverage includes: Sedburgh - Settle - Skipton - Pateley Bridge - Ripon - Great Ouseburn - Knaresborough - Wetherby - Wharefdale - Keighley - Todmorden - Saddleworth - Huddersfield - Halifax - Bradford - Hunslet - Holbeck - Bramley - Leeds - Dewsbury - Wakefield - Pontefract - Hemsworth - Barnsley - Wortley - Ecclesall Bierlow - Sheffield - Rotherham - Doncaster - Thorne - Goole - Selby - Tadcaster - York - Pocklington - Howden - Beverley - Sculcoates - Hull - Patrington - Skirlaugh - Driffied - Bridlington - Scarborough - Malton - Easingwold - Thirsk - Helmsley - Pickering - Whitby - Guisborough - Middlesbrough - Stokesley - Northallerton - Bedale - Leyburn - Aysgarth - Reeth - Richmond.",£39.95
Yorkshire 1891 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the complete online name index that has been compiled by volunteers. The subscription gives you 200 search credits and you can buy extra credits if you run out. Better value than buying both separately.,£27.00
Yorkshire 1891 Census DVD set,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£39.95
Yorkshire 1891 DVD Set,Yorkshire 1891 Census: DVD pack of Acrobat documents which contain the fiche images with street and area indexes,£5.00
Yorkshire 1901 Census,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied as Acrobat documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£39.95
Yorkshire 1901 Census and Online Index Combined Set,Set of census images with a combined 1 year's subscription to the current online name index being compiled by volunteers. Better value than buying both separately.,£47.95
Yorkshire 1901 Census DVD set,This is the original Census information digitised from high quality microfilm and scanned several times to provide the best possible images. Supplied on DVD as PDF documents with Street and Area Indexes. Covers the whole of Yorkshire as enumerated (defined by parlimentary boundaries).,£24.95
"Yorkshire Census Bundle - 1841, 1851, 1861 and 1871","The Yorkshire Census bundle contains the sets for the years 1841,1851,1861 and 1871. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£119.85
"Yorkshire Census Bundle - 1841, 1851, 1861, 1871 and 1891","The Yorkshire Census bundle contains the sets for the years 1841,1851,1861,1871 and 1891. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£159.80
"Yorkshire Census Bundle - 1841, 1851, 1861, 1871, 1891 and 1901","The Yorkshire Census bundle contains the sets for the years 1841,1851,1861,1871,1891 and 1901. Each set consists of a pack of PDF documents which contain census page images indexed by street and area.",£199.75
